State_Name,Crop_Year,Season,Crop,Area,Production
Haryana,2001,Kharif,Moong,2607.65,14085.32
Haryana,2001,Rabi,Wheat,31359.51,158853.78
Haryana,2001,Rabi,Mustard,75346.45,367473.95
Haryana,2001,Rabi,Gram,16065.4,
Haryana,2001,Rabi,Barley,8008.22,38126.38
Haryana,2001,Rabi,Lentil,67667.59,255916.58
Haryana,2001,Rabi,Peas,9894.1,53200.82
Haryana,2001,Rabi,Sunflower,58938.15,310519.23
Haryana,2001,Rabi,Safflower,60173.87,364552.5
Haryana,2001,Rabi,Linseed,30075.44,158431.2
Haryana,2001,Rabi,Oats,68743.81,330101.33
Haryana,2001,Whole Year,Banana,8698.35,50123.61
Haryana,2001,Whole Year,Coconut,25943.94,
Haryana,2001,Whole Year,Potato,72477.87,260448.43
Haryana,2001,Whole Year,Onion,76073.27,385210.76
Haryana,2001,Whole Year,Tomato,23810.26,106450.29
Madhya Pradesh,2001,Kharif,Rice,63430.53,108559.54
Madhya Pradesh,2001,Kharif,Maize,5075.92,8730.54
Madhya Pradesh,2001,Kharif,Soyabean,28397.74,40026.07
Madhya Pradesh,2001,Kharif,Cotton,49648.34,68717.5
Madhya Pradesh,2001,Kharif,Sugarcane,6284.66,12305.43
Madhya Pradesh,2001,Kharif,Groundnut,7244.6,13879.2
Madhya Pradesh,2001,Kharif,Bajra,65117.57,138961.02
Madhya Pradesh,2001,Kharif,Jowar,30412.64,48166.52
Madhya Pradesh,2001,Kharif,Arhar/Tur,34225.65,60726.89
Madhya Pradesh,2001,Kharif,Moong,1402.61,2171.24
Madhya Pradesh,2001,Rabi,Wheat,9843.34,18503.39
Madhya Pradesh,2001,Rabi,Mustard,76992.72,121629.38
Madhya Pradesh,2001,Rabi,Gram,18275.87,32213.07
Madhya Pradesh,2001,Rabi,Barley,3931.21,7574.28
Madhya Pradesh,2001,Rabi,Lentil,6366.83,12135.97
Madhya Pradesh,2001,Rabi,Peas,50537.19,90919.41
Madhya Pradesh,2001,Rabi,Sunflower,46952.99,82007.11
Madhya Pradesh,2001,Rabi,Safflower,76057.71,144406.74
Madhya Pradesh,2001,Rabi,Linseed,22551.8,34800.3
Madhya Pradesh,2001,Rabi,Oats,46900.66,76903.79
Madhya Pradesh,2001,Whole Year,Banana,56003.86,93380.69
Madhya Pradesh,2001,Whole Year,Coconut,54936.13,91631.47
Madhya Pradesh,2001,Whole Year,Potato,76009.09,142328.33
Madhya Pradesh,2001,Whole Year,Onion,74651.91,
Madhya Pradesh,2001,Whole Year,Tomato,30428.84,62601.88
Rajasthan,2001,Kharif,Rice,47733.39,86345.39
Rajasthan,2001,Kharif,Maize,67147.13,112118.1
Rajasthan,2001,Kharif,Soyabean,4981.85,10070.62
Rajasthan,2001,Kharif,Cotton,79732.63,146475.45
Rajasthan,2001,Kharif,Sugarcane,68046.97,106774.77
Rajasthan,2001,Kharif,Groundnut,76347.06,127757.17
Rajasthan,2001,Kharif,Bajra,49641.2,75202.56
Rajasthan,2001,Kharif,Jowar,41864.46,77966.37
Rajasthan,2001,Kharif,Arhar/Tur,44376.59,83324.5
Rajasthan,2001,Kharif,Moong,11154.21,17261.17
Rajasthan,2001,Rabi,Wheat,56474.34,
Rajasthan,2001,Rabi,Mustard,28371.71,48886.9
Rajasthan,2001,Rabi,Gram,72380.62,118798.21
Rajasthan,2001,Rabi,Barley,32025.15,61053.2
Rajasthan,2001,Rabi,Lentil,12192.34,23545.65
Rajasthan,2001,Rabi,Peas,37001.29,72479.28
Rajasthan,2001,Rabi,Sunflower,50855.37,73586.85
Rajasthan,2001,Rabi,Safflower,10679.64,15216.12
Rajasthan,2001,Rabi,Linseed,14959.47,26405.98
Rajasthan,2001,Rabi,Oats,53570.84,
Rajasthan,2001,Whole Year,Banana,13930.34,20860.23
Rajasthan,2001,Whole Year,Coconut,10090.55,16095.19
Rajasthan,2001,Whole Year,Potato,40521.67,66686.81
Rajasthan,2001,Whole Year,Onion,50418.08,81257.3
Rajasthan,2001,Whole Year,Tomato,5355.7,9093.89
Gujarat,2001,Kharif,Rice,15169.42,18770.94
Gujarat,2001,Kharif,Maize,49651.25,65883.7
Gujarat,2001,Kharif,Soyabean,3416.31,4589.1
Gujarat,2001,Kharif,Cotton,41178.36,53313.3
Gujarat,2001,Kharif,Sugarcane,42843.07,52478.1
Gujarat,2001,Kharif,Groundnut,2095.66,2601.48
Gujarat,2001,Kharif,Bajra,10021.09,15871.64
Gujarat,2001,Kharif,Jowar,63239.11,80699.73
Gujarat,2001,Kharif,Arhar/Tur,47153.87,69491.86
Gujarat,2001,Kharif,Moong,23060.18,31672.2
Gujarat,2001,Rabi,Wheat,28809.69,46917.6
Gujarat,2001,Rabi,Mustard,8591.71,10167.41
Gujarat,2001,Rabi,Gram,15332.08,18657.64
Gujarat,2001,Rabi,Barley,6878.58,9470.34
Gujarat,2001,Rabi,Lentil,9407.09,13882.01
Gujarat,2001,Rabi,Peas,65457.23,78918.46
Gujarat,2001,Rabi,Sunflower,74385.39,106791.11
Gujarat,2001,Rabi,Safflower,61674.69,75030.17
Gujarat,2001,Rabi,Linseed,40855.03,48421.84
Gujarat,2001,Rabi,Oats,23446.13,31114.08
Gujarat,2001,Whole Year,Banana,42840.86,49918.04
Gujarat,2001,Whole Year,Coconut,5538.31,8526.35
Gujarat,2001,Whole Year,Potato,20743.93,32025.07
Gujarat,2001,Whole Year,Onion,37990.31,49916.09
Gujarat,2001,Whole Year,Tomato,66534.24,97583.52
Andhra Pradesh,2001,Kharif,Rice,75098.07,251733.38
Andhra Pradesh,2001,Kharif,Maize,46170.61,191709.18
Andhra Pradesh,2001,Kharif,Soyabean,16529.37,56263.78
Andhra Pradesh,2001,Kharif,Cotton,53383.18,211989.25
Andhra Pradesh,2001,Kharif,Sugarcane,31699.39,139152.4
Andhra Pradesh,2001,Kharif,Groundnut,37283.04,149339.43
Andhra Pradesh,2001,Kharif,Bajra,18960.91,84173.72
Andhra Pradesh,2001,Kharif,Jowar,72564.53,282065.48
Andhra Pradesh,2001,Kharif,Arhar/Tur,50402.79,180395.81
Andhra Pradesh,2001,Kharif,Moong,49795.78,220199.11
Andhra Pradesh,2001,Rabi,Wheat,12558.15,45668.17
Andhra Pradesh,2001,Rabi,Mustard,3165.83,13806.09
Andhra Pradesh,2001,Rabi,Gram,27695.5,113635.09
Andhra Pradesh,2001,Rabi,Barley,10635.35,44319.61
Andhra Pradesh,2001,Rabi,Lentil,18725.49,84629.53
Andhra Pradesh,2001,Rabi,Peas,55668.9,217462.65
Andhra Pradesh,2001,Rabi,Sunflower,14937.02,69183.14
Andhra Pradesh,2001,Rabi,Safflower,37229.46,159484.82
Andhra Pradesh,2001,Rabi,Linseed,40718.15,154316.16
Andhra Pradesh,2001,Rabi,Oats,74603.4,320825.79
Andhra Pradesh,2001,Whole Year,Banana,56725.47,209362.91
Andhra Pradesh,2001,Whole Year,Coconut,34218.39,161641.83
Andhra Pradesh,2001,Whole Year,Potato,36341.73,143018.01
Andhra Pradesh,2001,Whole Year,Onion,10410.68,51105.04
Andhra Pradesh,2001,Whole Year,Tomato,47506.4,170309.29
Karnataka,2001,Kharif,Rice,64326.85,168554.99
Karnataka,2001,Kharif,Maize,43222.95,150179.22
Karnataka,2001,Kharif,Soyabean,59131.35,175336.42
Karnataka,2001,Kharif,Cotton,11698.13,33616.42
Karnataka,2001,Kharif,Sugarcane,73230.25,227119.71
Karnataka,2001,Kharif,Groundnut,1541.01,4815.36
Karnataka,2001,Kharif,Bajra,12318.69,35045.14
Karnataka,2001,Kharif,Jowar,40424.5,120919.23
Karnataka,2001,Kharif,Arhar/Tur,17187.49,57641.6
Karnataka,2001,Kharif,Moong,3405.7,10891.22
Karnataka,2001,Rabi,Wheat,62154.45,196058.62
Karnataka,2001,Rabi,Mustard,32360.66,97638.39
Karnataka,2001,Rabi,Gram,69011.96,242804.86
Karnataka,2001,Rabi,Barley,51697.96,144887.78
Karnataka,2001,Rabi,Lentil,57419.79,173407.61
Karnataka,2001,Rabi,Peas,18870.45,57107.01
Karnataka,2001,Rabi,Sunflower,64093.33,190006.98
Karnataka,2001,Rabi,Safflower,8405.59,25796.79
Karnataka,2001,Rabi,Linseed,66502.48,212089.96
Karnataka,2001,Rabi,Oats,23805.24,76540.11
Karnataka,2001,Whole Year,Banana,17026.96,43545.4
Karnataka,2001,Whole Year,Coconut,34003.25,128690.76
Karnataka,2001,Whole Year,Potato,21124.16,65995.95
Karnataka,2001,Whole Year,Onion,50119.84,156844.92
Karnataka,2001,Whole Year,Tomato,23910.03,90916.15
West Bengal,2001,Kharif,Rice,69543.2,264356.64
West Bengal,2001,Kharif,Maize,34304.47,99133.16
West Bengal,2001,Kharif,Soyabean,50861.52,154781.53
West Bengal,2001,Kharif,Cotton,78759.97,262260.97
West Bengal,2001,Kharif,Sugarcane,1962.06,7205.13
West Bengal,2001,Kharif,Groundnut,22287.39,82529.46
West Bengal,2001,Kharif,Bajra,16910.49,47326.51
West Bengal,2001,Kharif,Jowar,69974.26,259826.34
West Bengal,2001,Kharif,Arhar/Tur,14442.02,56493.24
West Bengal,2001,Kharif,Moong,41753.96,119082.63
West Bengal,2001,Rabi,Wheat,7082.49,24508.17
West Bengal,2001,Rabi,Mustard,23451.15,82823.33
West Bengal,2001,Rabi,Gram,45529.17,165096.35
West Bengal,2001,Rabi,Barley,58739.48,172162.17
West Bengal,2001,Rabi,Lentil,47808.7,146222.01
West Bengal,2001,Rabi,Peas,27072.39,95381.32
West Bengal,2001,Rabi,Sunflower,58391.01,213999.41
West Bengal,2001,Rabi,Safflower,20088.96,82510.67
West Bengal,2001,Rabi,Linseed,22135.54,78168.88
West Bengal,2001,Rabi,Oats,73426.43,252225.24
West Bengal,2001,Whole Year,Banana,15218.07,58562.28
West Bengal,2001,Whole Year,Coconut,64621.61,248637.36
West Bengal,2001,Whole Year,Potato,20348.61,67737.43
West Bengal,2001,Whole Year,Onion,75552.72,239750.89
West Bengal,2001,Whole Year,Tomato,14855.74,
Bihar,2001,Kharif,Rice,55944.91,70211.35
Bihar,2001,Kharif,Maize,75569.19,110949.81
Bihar,2001,Kharif,Soyabean,25868.49,42127.15
Bihar,2001,Kharif,Cotton,18785.7,16244.96
Bihar,2001,Kharif,Sugarcane,27520.06,41956.35
Bihar,2001,Kharif,Groundnut,43389.56,73131.89
Bihar,2001,Kharif,Bajra,70935.23,
Bihar,2001,Kharif,Jowar,69672.86,61826.88
Bihar,2001,Kharif,Arhar/Tur,75155.88,145326.47
Bihar,2001,Kharif,Moong,61491.47,78534.19
Bihar,2001,Rabi,Wheat,69957.33,146013.87
Bihar,2001,Rabi,Mustard,33997.88,54296.71
Bihar,2001,Rabi,Gram,28692.46,31505.88
Bihar,2001,Rabi,Barley,3846.41,3467.83
Bihar,2001,Rabi,Lentil,31053.97,47343.02
Bihar,2001,Rabi,Peas,63014.43,56230.14
Bihar,2001,Rabi,Sunflower,75606.2,105224.9
Bihar,2001,Rabi,Safflower,79297.91,93052.88
Bihar,2001,Rabi,Linseed,48815.08,65363.07
Bihar,2001,Rabi,Oats,18028.65,19488.42
Bihar,2001,Whole Year,Banana,5098.49,10776.13
Bihar,2001,Whole Year,Coconut,79595.17,78619.55
Bihar,2001,Whole Year,Potato,55833.64,58450.77
Bihar,2001,Whole Year,Onion,18293.5,26913.71
Bihar,2001,Whole Year,Tomato,7773.2,13728.15
Tamil Nadu,2001,Kharif,Rice,71155.47,381717.07
Tamil Nadu,2001,Kharif,Maize,52591.74,215562.44
Tamil Nadu,2001,Kharif,Soyabean,30128.74,128529.05
Tamil Nadu,2001,Kharif,Cotton,6943.17,29015.8
Tamil Nadu,2001,Kharif,Sugarcane,68170.95,298400.15
Tamil Nadu,2001,Kharif,Groundnut,66062.14,287324.33
Tamil Nadu,2001,Kharif,Bajra,21728.75,112817.52
Tamil Nadu,2001,Kharif,Jowar,68121.25,346682.94
Tamil Nadu,2001,Kharif,Arhar/Tur,55948.98,265677.24
Tamil Nadu,2001,Kharif,Moong,13109.11,
Tamil Nadu,2001,Rabi,Wheat,66152.43,250173.37
Tamil Nadu,2001,Rabi,Mustard,13280.41,68270.55
Tamil Nadu,2001,Rabi,Gram,1007.68,4248.25
Tamil Nadu,2001,Rabi,Barley,50729.18,212709.34
Tamil Nadu,2001,Rabi,Lentil,62497.71,255271.11
Tamil Nadu,2001,Rabi,Peas,77057.86,331589.94
Tamil Nadu,2001,Rabi,Sunflower,8649.52,44674.73
Tamil Nadu,2001,Rabi,Safflower,24426.6,104325.05
Tamil Nadu,2001,Rabi,Linseed,27997.7,116079.11
Tamil Nadu,2001,Rabi,Oats,77892.37,410520.58
Tamil Nadu,2001,Whole Year,Banana,60781.92,207415.04
Tamil Nadu,2001,Whole Year,Coconut,39347.13,194064.39
Tamil Nadu,2001,Whole Year,Potato,22253.32,110873.86
Tamil Nadu,2001,Whole Year,Onion,13508.09,67208.95
Tamil Nadu,2001,Whole Year,Tomato,7049.29,33712.22
Odisha,2001,Kharif,Rice,76093.65,73657.89
Odisha,2001,Kharif,Maize,33868.32,51959.19
Odisha,2001,Kharif,Soyabean,78726.22,109663.51
Odisha,2001,Kharif,Cotton,17441.82,15048.12
Odisha,2001,Kharif,Sugarcane,69216.48,103543.41
Odisha,2001,Kharif,Groundnut,69555.54,126991.66
Odisha,2001,Kharif,Bajra,61001.41,
Odisha,2001,Kharif,Jowar,73707.4,120239.82
Odisha,2001,Kharif,Arhar/Tur,9826.0,9683.41
Odisha,2001,Kharif,Moong,16441.72,20860.77
Odisha,2001,Rabi,Wheat,21884.98,36995.01
Odisha,2001,Rabi,Mustard,1423.83,1235.7
Odisha,2001,Rabi,Gram,48201.63,57593.28
Odisha,2001,Rabi,Barley,62498.15,52763.34
Odisha,2001,Rabi,Lentil,19742.58,36368.55
Odisha,2001,Rabi,Peas,49643.38,
Odisha,2001,Rabi,Sunflower,26453.67,34498.36
Odisha,2001,Rabi,Safflower,3139.65,2749.89
Odisha,2001,Rabi,Linseed,45619.5,78702.32
Odisha,2001,Rabi,Oats,13814.87,13134.26
Odisha,2001,Whole Year,Banana,3011.1,5272.74
Odisha,2001,Whole Year,Coconut,56870.31,109428.03
Odisha,2001,Whole Year,Potato,27486.29,44761.33
Odisha,2001,Whole Year,Onion,44033.59,77665.37
Odisha,2001,Whole Year,Tomato,42349.01,65112.04
Telangana,2001,Kharif,Rice,20144.71,36934.96
Telangana,2001,Kharif,Maize,78081.29,132174.95
Telangana,2001,Kharif,Soyabean,52867.27,101543.48
Telangana,2001,Kharif,Cotton,18662.15,44623.09
Telangana,2001,Kharif,Sugarcane,16363.62,
Telangana,2001,Kharif,Groundnut,20985.79,42345.81
Telangana,2001,Kharif,Bajra,59545.17,107239.44
Telangana,2001,Kharif,Jowar,79018.14,138973.71
Telangana,2001,Kharif,Arhar/Tur,35369.93,71580.04
Telangana,2001,Kharif,Moong,72105.8,127860.73
Telangana,2001,Rabi,Wheat,73032.89,129883.26
Telangana,2001,Rabi,Mustard,58782.49,103669.34
Telangana,2001,Rabi,Gram,14784.81,28329.92
Telangana,2001,Rabi,Barley,68423.61,123193.29
Telangana,2001,Rabi,Lentil,35901.77,66612.81
Telangana,2001,Rabi,Peas,13500.15,27151.84
Telangana,2001,Rabi,Sunflower,52710.56,100126.19
Telangana,2001,Rabi,Safflower,77600.77,137774.07
Telangana,2001,Rabi,Linseed,13995.75,25887.45
Telangana,2001,Rabi,Oats,34755.56,62511.59
Telangana,2001,Whole Year,Banana,13779.83,21394.86
Telangana,2001,Whole Year,Coconut,53272.46,107402.17
Telangana,2001,Whole Year,Potato,47035.67,93438.06
Telangana,2001,Whole Year,Onion,21945.09,36394.57
Telangana,2001,Whole Year,Tomato,3627.81,6055.29
Himachal Pradesh,2001,Kharif,Rice,25634.41,42002.88
Himachal Pradesh,2001,Kharif,Maize,78937.09,145883.43
Himachal Pradesh,2001,Kharif,Soyabean,51310.04,101625.09
Himachal Pradesh,2001,Kharif,Cotton,39363.3,
Himachal Pradesh,2001,Kharif,Sugarcane,24980.43,44880.5
Himachal Pradesh,2001,Kharif,Groundnut,77608.01,126911.86
Himachal Pradesh,2001,Kharif,Bajra,69517.31,117366.82
Himachal Pradesh,2001,Kharif,Jowar,75596.83,143475.57
Himachal Pradesh,2001,Kharif,Arhar/Tur,69577.95,115882.63
Himachal Pradesh,2001,Kharif,Moong,55317.38,98883.26
Himachal Pradesh,2001,Rabi,Wheat,31812.22,55150.79
Himachal Pradesh,2001,Rabi,Mustard,79953.39,136285.0
Himachal Pradesh,2001,Rabi,Gram,69724.9,137963.44
Himachal Pradesh,2001,Rabi,Barley,70341.99,118721.76
Himachal Pradesh,2001,Rabi,Lentil,64723.75,133156.73
Himachal Pradesh,2001,Rabi,Peas,65517.82,
Himachal Pradesh,2001,Rabi,Sunflower,26304.57,44508.12
Himachal Pradesh,2001,Rabi,Safflower,31390.37,52713.4
Himachal Pradesh,2001,Rabi,Linseed,18567.94,29746.18
Himachal Pradesh,2001,Rabi,Oats,49749.48,86439.99
Himachal Pradesh,2001,Whole Year,Banana,41767.0,67623.95
Himachal Pradesh,2001,Whole Year,Coconut,30725.55,54487.84
Himachal Pradesh,2001,Whole Year,Potato,48828.45,100815.68
Himachal Pradesh,2001,Whole Year,Onion,76464.13,
Himachal Pradesh,2001,Whole Year,Tomato,51974.24,99353.28
Uttarakhand,2001,Kharif,Rice,5291.26,10476.48
Uttarakhand,2001,Kharif,Maize,39126.8,62661.92
Uttarakhand,2001,Kharif,Soyabean,64340.56,113079.58
Uttarakhand,2001,Kharif,Cotton,57433.98,94939.0
Uttarakhand,2001,Kharif,Sugarcane,14901.37,26555.11
Uttarakhand,2001,Kharif,Groundnut,56869.18,91773.64
Uttarakhand,2001,Kharif,Bajra,77052.69,146882.15
Uttarakhand,2001,Kharif,Jowar,3951.3,8087.65
Uttarakhand,2001,Kharif,Arhar/Tur,65625.51,124939.02
Uttarakhand,2001,Kharif,Moong,49072.99,92084.54
Uttarakhand,2001,Rabi,Wheat,28597.0,50216.89
Uttarakhand,2001,Rabi,Mustard,65897.84,120134.6
Uttarakhand,2001,Rabi,Gram,50096.82,90671.78
Uttarakhand,2001,Rabi,Barley,59081.46,111564.34
Uttarakhand,2001,Rabi,Lentil,2379.27,4573.99
Uttarakhand,2001,Rabi,Peas,18939.79,33696.67
Uttarakhand,2001,Rabi,Sunflower,79028.95,132066.32
Uttarakhand,2001,Rabi,Safflower,34541.87,68983.34
Uttarakhand,2001,Rabi,Linseed,10707.35,17797.85
Uttarakhand,2001,Rabi,Oats,22295.77,32256.17
Uttarakhand,2001,Whole Year,Banana,15753.45,25459.43
Uttarakhand,2001,Whole Year,Coconut,6019.2,9983.15
Uttarakhand,2001,Whole Year,Potato,19080.11,37507.26
Uttarakhand,2001,Whole Year,Onion,42870.14,70863.6
Uttarakhand,2001,Whole Year,Tomato,79534.08,152288.49
Jharkhand,2001,Kharif,Rice,37483.85,33099.64
Jharkhand,2001,Kharif,Maize,14436.58,22097.06
Jharkhand,2001,Kharif,Soyabean,8185.78,11534.74
Jharkhand,2001,Kharif,Cotton,53360.48,101621.84
Jharkhand,2001,Kharif,Sugarcane,32245.62,34815.96
Jharkhand,2001,Kharif,Groundnut,43426.59,78950.79
Jharkhand,2001,Kharif,Bajra,7585.39,11979.43
Jharkhand,2001,Kharif,Jowar,62671.23,93842.7
Jharkhand,2001,Kharif,Arhar/Tur,21417.45,24213.4
Jharkhand,2001,Kharif,Moong,44527.28,50876.53
Jharkhand,2001,Rabi,Wheat,48247.25,74195.74
Jharkhand,2001,Rabi,Mustard,79376.56,136171.13
Jharkhand,2001,Rabi,Gram,9751.13,16951.55
Jharkhand,2001,Rabi,Barley,69510.51,129957.79
Jharkhand,2001,Rabi,Lentil,6933.08,8318.07
Jharkhand,2001,Rabi,Peas,28014.93,56766.53
Jharkhand,2001,Rabi,Sunflower,11035.71,21955.77
Jharkhand,2001,Rabi,Safflower,48697.11,78210.53
Jharkhand,2001,Rabi,Linseed,32193.71,30577.61
Jharkhand,2001,Rabi,Oats,2552.05,2683.02
Jharkhand,2001,Whole Year,Banana,77282.86,98099.36
Jharkhand,2001,Whole Year,Coconut,35441.18,33771.94
Jharkhand,2001,Whole Year,Potato,49757.24,73156.3
Jharkhand,2001,Whole Year,Onion,62570.55,77106.26
Jharkhand,2001,Whole Year,Tomato,5093.55,9128.22
Chhattisgarh,2001,Kharif,Rice,11808.82,29480.2
Chhattisgarh,2001,Kharif,Maize,55526.83,141678.2
Chhattisgarh,2001,Kharif,Soyabean,65210.64,190121.93
Chhattisgarh,2001,Kharif,Cotton,42399.8,112569.7
Chhattisgarh,2001,Kharif,Sugarcane,36257.88,94005.07
Chhattisgarh,2001,Kharif,Groundnut,66289.26,
Chhattisgarh,2001,Kharif,Bajra,33584.24,88492.79
Chhattisgarh,2001,Kharif,Jowar,60943.04,160339.97
Chhattisgarh,2001,Kharif,Arhar/Tur,1463.6,4334.37
Chhattisgarh,2001,Kharif,Moong,76786.34,206787.2
Chhattisgarh,2001,Rabi,Wheat,36623.0,108937.16
Chhattisgarh,2001,Rabi,Mustard,12428.87,36159.92
Chhattisgarh,2001,Rabi,Gram,30383.12,85554.67
Chhattisgarh,2001,Rabi,Barley,71420.73,251641.6
Chhattisgarh,2001,Rabi,Lentil,55206.71,151027.01
Chhattisgarh,2001,Rabi,Peas,3554.89,11588.03
Chhattisgarh,2001,Rabi,Sunflower,52918.64,178274.39
Chhattisgarh,2001,Rabi,Safflower,5798.84,15898.29
Chhattisgarh,2001,Rabi,Linseed,41221.64,115706.8
Chhattisgarh,2001,Rabi,Oats,57447.71,
Chhattisgarh,2001,Whole Year,Banana,76541.86,233331.1
Chhattisgarh,2001,Whole Year,Coconut,28301.41,92706.08
Chhattisgarh,2001,Whole Year,Potato,14341.69,38165.38
Chhattisgarh,2001,Whole Year,Onion,21571.19,49626.31
Chhattisgarh,2001,Whole Year,Tomato,23987.86,77900.08
Kerala,2001,Kharif,Rice,16852.14,40120.64
Kerala,2001,Kharif,Maize,51690.39,124397.31
Kerala,2001,Kharif,Soyabean,63997.78,172704.42
Kerala,2001,Kharif,Cotton,46802.6,140253.16
Kerala,2001,Kharif,Sugarcane,10683.61,28972.97
Kerala,2001,Kharif,Groundnut,30087.28,76444.3
Kerala,2001,Kharif,Bajra,75474.53,168904.35
Kerala,2001,Kharif,Jowar,71010.53,186255.55
Kerala,2001,Kharif,Arhar/Tur,68978.91,216675.23
Kerala,2001,Kharif,Moong,60525.83,167764.93
Kerala,2001,Rabi,Wheat,62227.57,159993.54
Kerala,2001,Rabi,Mustard,78781.24,212596.66
